relation_id,:START_ID,:END_ID,:TYPE,source_name,target_name,source_type,target_type,source_file,evidence,tier,confidence,notes
R01360,E0078,E0222,Located_In,대원전선,예산,Supplier,Region,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01361,E0078,E0053,Supplies,대원전선,경신,Supplier,Supplier,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01362,E0078,E0087,Produces,대원전선,와이어링 하니스,Supplier,Product,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01363,E0078,E0288,Produces,대원전선,전선,Supplier,Product,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01364,E0087,E0234,Requires_Material,와이어링 하니스,구리,Product,Material,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01365,E0288,E0234,Requires_Material,전선,구리,Product,Material,자동차공급망_편집,대원전선 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01366,E0077,E0148,Located_In,알파코리아,한국,Supplier,Country,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01367,E0077,E0220,Located_In,알파코리아,시흥,Supplier,Region,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01368,E0077,E0053,Supplies,알파코리아,경신,Supplier,Supplier,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01369,E0077,E0087,Produces,알파코리아,와이어링 하니스,Supplier,Product,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01370,E0077,E0262,Produces,알파코리아,솔더링,Supplier,Product,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01371,E0077,E0289,Produces,알파코리아,도금재,Supplier,Product,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01372,E0077,E0271,Produces,알파코리아,도금,Supplier,Product,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01373,E0087,E0305,Requires_Material,와이어링 하니스,주석,Product,Material,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01374,E0262,E0305,Requires_Material,솔더링,주석,Product,Material,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01375,E0289,E0305,Requires_Material,도금재,주석,Product,Material,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01376,E0271,E0305,Requires_Material,도금,주석,Product,Material,자동차공급망_편집,알파코리아 / 와이어링 하니스(배선뭉치) / Tier 2,2,confirmed,
R01377,E0070,E0148,Located_In,세아베스틸,한국,Supplier,Country,자동차공급망_편집,세아베스틸 / 클러치 / Tier 2,2,confirmed,
R01378,E0070,E0218,Located_In,세아베스틸,군산,Supplier,Region,자동차공급망_편집,세아베스틸 / 클러치 / Tier 2,2,confirmed,
R01379,E0070,E0054,Supplies,세아베스틸,평화바레오,Supplier,Supplier,자동차공급망_편집,세아베스틸 / 클러치 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01380,E0070,E0099,Produces,세아베스틸,클러치,Supplier,Product,자동차공급망_편집,세아베스틸 / 클러치 / Tier 2,2,confirmed,
R01381,E0099,E0235,Requires_Material,클러치,망간,Product,Material,자동차공급망_편집,세아베스틸 / 클러치 / Tier 2,2,confirmed,
R01382,E0070,E0148,Located_In,세아베스틸,한국,Supplier,Country,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01383,E0070,E0218,Located_In,세아베스틸,군산,Supplier,Region,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01384,E0070,E0056,Supplies,세아베스틸,화신,Supplier,Supplier,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01385,E0070,E0115,Produces,세아베스틸,차체용 부품,Supplier,Product,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01386,E0070,E0296,Produces,세아베스틸,차체,Supplier,Product,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01387,E0115,E0235,Requires_Material,차체용 부품,망간,Product,Material,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01388,E0296,E0235,Requires_Material,차체,망간,Product,Material,자동차공급망_편집,세아베스틸 / 차체용 부품 / Tier 2,2,confirmed,
R01389,E0008,E0148,Located_In,LT메탈,한국,Supplier,Country,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01390,E0008,E0212,Located_In,LT메탈,인천,Supplier,Region,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01391,E0008,E0057,Supplies,LT메탈,에스엘,Supplier,Supplier,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01392,E0008,E0131,Produces,LT메탈,전동화 부품,Supplier,Product,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01393,E0008,E0120,Produces,LT메탈,미러,Supplier,Product,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01394,E0008,E0121,Produces,LT메탈,램프,Supplier,Product,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01395,E0008,E0262,Produces,LT메탈,솔더링,Supplier,Product,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01396,E0131,E0305,Requires_Material,전동화 부품,주석,Product,Material,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01397,E0120,E0305,Requires_Material,미러,주석,Product,Material,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01398,E0121,E0305,Requires_Material,램프,주석,Product,Material,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01399,E0262,E0305,Requires_Material,솔더링,주석,Product,Material,자동차공급망_편집,"LT메탈 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01400,E0079,E0148,Located_In,엠케이전자,한국,Supplier,Country,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01401,E0079,E0230,Located_In,엠케이전자,음성,Supplier,Region,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01402,E0230,E0148,Located_In,음성,한국,Region,Country,자동차공급망_편집,공장위치 음성,2,confirmed,
R01403,E0079,E0057,Supplies,엠케이전자,에스엘,Supplier,Supplier,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01404,E0079,E0131,Produces,엠케이전자,전동화 부품,Supplier,Product,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01405,E0079,E0120,Produces,엠케이전자,미러,Supplier,Product,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01406,E0079,E0121,Produces,엠케이전자,램프,Supplier,Product,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01407,E0079,E0263,Produces,엠케이전자,본딩 와이어,Supplier,Product,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01408,E0131,E0238,Requires_Material,전동화 부품,금,Product,Material,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01409,E0120,E0238,Requires_Material,미러,금,Product,Material,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01410,E0121,E0238,Requires_Material,램프,금,Product,Material,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01411,E0263,E0238,Requires_Material,본딩 와이어,금,Product,Material,자동차공급망_편집,"엠케이전자 / 램프,전동화 부품, 미러 / Tier 2",2,confirmed,
R01412,E0080,E0148,Located_In,한국분말야금,한국,Supplier,Country,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01413,E0080,E0200,Located_In,한국분말야금,아산,Supplier,Region,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01414,E0080,E0059,Supplies,한국분말야금,지엠비코리아,Supplier,Supplier,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01415,E0080,E0096,Produces,한국분말야금,변속기,Supplier,Product,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01416,E0080,E0109,Produces,한국분말야금,섀시,Supplier,Product,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01417,E0096,E0236,Requires_Material,변속기,텅스텐,Product,Material,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01418,E0109,E0236,Requires_Material,섀시,텅스텐,Product,Material,자동차공급망_편집,"한국분말야금 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01419,E0081,E0148,Located_In,세아특수강,한국,Supplier,Country,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01420,E0081,E0198,Located_In,세아특수강,창원,Supplier,Region,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01421,E0081,E0059,Supplies,세아특수강,지엠비코리아,Supplier,Supplier,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01422,E0081,E0096,Produces,세아특수강,변속기,Supplier,Product,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01423,E0081,E0109,Produces,세아특수강,섀시,Supplier,Product,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01424,E0096,E0235,Requires_Material,변속기,망간,Product,Material,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01425,E0109,E0235,Requires_Material,섀시,망간,Product,Material,자동차공급망_편집,"세아특수강 / 변속기, 엔진, 섀시 / Tier 2",2,confirmed,
R01426,E0068,E0060,Supplies,DB메탈,비테스코테크놀로지스,Supplier,Supplier,자동차공급망_편집,DB메탈 / 동력전달장치 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01427,E0008,E0148,Located_In,LT메탈,한국,Supplier,Country,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01428,E0008,E0212,Located_In,LT메탈,인천,Supplier,Region,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01429,E0008,E0061,Supplies,LT메탈,발레오전장시스템코리아,Supplier,Supplier,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01430,E0008,E0101,Produces,LT메탈,교류발전기,Supplier,Product,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01431,E0008,E0100,Produces,LT메탈,시동모터,Supplier,Product,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01432,E0008,E0262,Produces,LT메탈,솔더링,Supplier,Product,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01433,E0008,E0271,Produces,LT메탈,도금,Supplier,Product,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01434,E0101,E0305,Requires_Material,교류발전기,주석,Product,Material,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01435,E0100,E0305,Requires_Material,시동모터,주석,Product,Material,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01436,E0262,E0305,Requires_Material,솔더링,주석,Product,Material,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01437,E0271,E0305,Requires_Material,도금,주석,Product,Material,자동차공급망_편집,"LT메탈 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01438,E0073,E0148,Located_In,풍산,한국,Supplier,Country,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01439,E0073,E0196,Located_In,풍산,울산,Supplier,Region,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01440,E0073,E0061,Supplies,풍산,발레오전장시스템코리아,Supplier,Supplier,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,Tier2 supplier -> Tier1 supplier
R01441,E0073,E0101,Produces,풍산,교류발전기,Supplier,Product,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01442,E0073,E0100,Produces,풍산,시동모터,Supplier,Product,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01443,E0073,E0290,Produces,풍산,코일 와이어,Supplier,Product,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01444,E0073,E0291,Produces,풍산,정류자,Supplier,Product,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01445,E0101,E0234,Requires_Material,교류발전기,구리,Product,Material,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01446,E0100,E0234,Requires_Material,시동모터,구리,Product,Material,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01447,E0290,E0234,Requires_Material,코일 와이어,구리,Product,Material,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01448,E0291,E0234,Requires_Material,정류자,구리,Product,Material,자동차공급망_편집,"풍산 / 시동모터, 교류발전기 / Tier 2",2,confirmed,
R01449,E0070,E0062,Supplies,세아베스틸,카펙발레오,Supplier,Supplier,자동차공급망_편집,세아베스틸 / 동력전달장치 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01450,E0073,E0148,Located_In,풍산,한국,Supplier,Country,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01451,E0073,E0198,Located_In,풍산,창원,Supplier,Region,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01452,E0073,E0065,Supplies,풍산,한온시스템,Supplier,Supplier,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01453,E0073,E0123,Produces,풍산,자동차 열관리 시스템,Supplier,Product,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01454,E0073,E0293,Produces,풍산,밸브 모터,Supplier,Product,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01455,E0073,E0292,Produces,풍산,펌프,Supplier,Product,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01456,E0123,E0234,Requires_Material,자동차 열관리 시스템,구리,Product,Material,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01457,E0293,E0234,Requires_Material,밸브 모터,구리,Product,Material,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01458,E0292,E0234,Requires_Material,펌프,구리,Product,Material,자동차공급망_편집,풍산 / 자동차 열관리 시스템 / Tier 2,2,confirmed,
R01459,E0008,E0148,Located_In,LT메탈,한국,Supplier,Country,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01460,E0008,E0212,Located_In,LT메탈,인천,Supplier,Region,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01461,E0008,E0066,Supplies,LT메탈,모베이시스전자,Supplier,Supplier,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01462,E0008,E0129,Produces,LT메탈,전자제어 시스템,Supplier,Product,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01463,E0008,E0128,Produces,LT메탈,스마트키,Supplier,Product,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01464,E0008,E0271,Produces,LT메탈,도금,Supplier,Product,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01465,E0129,E0238,Requires_Material,전자제어 시스템,금,Product,Material,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01466,E0128,E0238,Requires_Material,스마트키,금,Product,Material,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01467,E0271,E0238,Requires_Material,도금,금,Product,Material,자동차공급망_편집,LT메탈 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01468,E0077,E0148,Located_In,알파코리아,한국,Supplier,Country,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01469,E0077,E0220,Located_In,알파코리아,시흥,Supplier,Region,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01470,E0077,E0066,Supplies,알파코리아,모베이시스전자,Supplier,Supplier,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01471,E0077,E0129,Produces,알파코리아,전자제어 시스템,Supplier,Product,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01472,E0077,E0128,Produces,알파코리아,스마트키,Supplier,Product,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01473,E0077,E0262,Produces,알파코리아,솔더링,Supplier,Product,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01474,E0129,E0305,Requires_Material,전자제어 시스템,주석,Product,Material,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01475,E0128,E0305,Requires_Material,스마트키,주석,Product,Material,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01476,E0262,E0305,Requires_Material,솔더링,주석,Product,Material,자동차공급망_편집,알파코리아 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01477,E0073,E0148,Located_In,풍산,한국,Supplier,Country,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01478,E0073,E0196,Located_In,풍산,울산,Supplier,Region,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01479,E0073,E0066,Supplies,풍산,모베이시스전자,Supplier,Supplier,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01480,E0073,E0129,Produces,풍산,전자제어 시스템,Supplier,Product,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01481,E0073,E0128,Produces,풍산,스마트키,Supplier,Product,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01482,E0073,E0295,Produces,풍산,내부 배선,Supplier,Product,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01483,E0073,E0294,Produces,풍산,회로,Supplier,Product,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01484,E0129,E0234,Requires_Material,전자제어 시스템,구리,Product,Material,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01485,E0128,E0234,Requires_Material,스마트키,구리,Product,Material,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01486,E0295,E0234,Requires_Material,내부 배선,구리,Product,Material,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01487,E0294,E0234,Requires_Material,회로,구리,Product,Material,자동차공급망_편집,풍산 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01488,E0067,E0148,Located_In,삼성전기,한국,Supplier,Country,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01489,E0067,E0227,Located_In,삼성전기,세종,Supplier,Region,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01490,E0067,E0066,Supplies,삼성전기,모베이시스전자,Supplier,Supplier,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01491,E0067,E0129,Produces,삼성전기,전자제어 시스템,Supplier,Product,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01492,E0067,E0128,Produces,삼성전기,스마트키,Supplier,Product,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01493,E0067,E0272,Produces,삼성전기,탄탈럼 커패시터,Supplier,Product,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01494,E0129,E0237,Requires_Material,전자제어 시스템,탄탈럼,Product,Material,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01495,E0128,E0237,Requires_Material,스마트키,탄탈럼,Product,Material,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01496,E0272,E0237,Requires_Material,탄탈럼 커패시터,탄탈럼,Product,Material,자동차공급망_편집,삼성전기 / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01497,E0013,E0141,Located_In,KEMET,중국,Supplier,Country,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01498,E0013,E0156,Located_In,KEMET,쑤저우,Supplier,Region,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01499,E0013,E0066,Supplies,KEMET,모베이시스전자,Supplier,Supplier,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,Tier2 supplier -> Tier1 supplier
R01500,E0013,E0129,Produces,KEMET,전자제어 시스템,Supplier,Product,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01501,E0013,E0128,Produces,KEMET,스마트키,Supplier,Product,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01502,E0013,E0272,Produces,KEMET,탄탈럼 커패시터,Supplier,Product,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01503,E0129,E0237,Requires_Material,전자제어 시스템,탄탈럼,Product,Material,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01504,E0128,E0237,Requires_Material,스마트키,탄탈럼,Product,Material,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01505,E0272,E0237,Requires_Material,탄탈럼 커패시터,탄탈럼,Product,Material,자동차공급망_편집,KEMET / 스마트키 등 전자제어 시스템 / Tier 2,2,confirmed,
R01506,E0234,E0240,Mined_From,구리,칠레,Material,Country,"원자재 수급(채굴, 제련)",구리 Mined_From 칠레,,confirmed,
R01507,E0234,E0241,Mined_From,구리,콩고민주공화국,Material,Country,"원자재 수급(채굴, 제련)",구리 Mined_From 콩고민주공화국,,confirmed,
R01508,E0234,E0242,Mined_From,구리,페루,Material,Country,"원자재 수급(채굴, 제련)",구리 Mined_From 페루,,confirmed,
R01509,E0234,E0141,Refined_From,구리,중국,Material,Country,"원자재 수급(채굴, 제련)",구리 Refined_From 중국,,confirmed,
R01510,E0234,E0241,Refined_From,구리,콩고민주공화국,Material,Country,"원자재 수급(채굴, 제련)",구리 Refined_From 콩고민주공화국,,confirmed,
R01511,E0234,E0240,Refined_From,구리,칠레,Material,Country,"원자재 수급(채굴, 제련)",구리 Refined_From 칠레,,confirmed,
R01512,E0239,E0241,Mined_From,코발트,콩고민주공화국,Material,Country,"원자재 수급(채굴, 제련)",코발트 Mined_From 콩고민주공화국,,confirmed,
R01513,E0239,E0243,Mined_From,코발트,인도네시아,Material,Country,"원자재 수급(채굴, 제련)",코발트 Mined_From 인도네시아,,confirmed,
R01514,E0239,E0141,Refined_From,코발트,중국,Material,Country,"원자재 수급(채굴, 제련)",코발트 Refined_From 중국,,confirmed,
R01515,E0239,E0244,Refined_From,코발트,핀란드,Material,Country,"원자재 수급(채굴, 제련)",코발트 Refined_From 핀란드,,confirmed,
R01516,E0236,E0141,Mined_From,텅스텐,중국,Material,Country,"원자재 수급(채굴, 제련)",텅스텐 Mined_From 중국,,confirmed,
R01517,E0236,E0245,Mined_From,텅스텐,베트남,Material,Country,"원자재 수급(채굴, 제련)",텅스텐 Mined_From 베트남,,confirmed,
R01518,E0236,E0141,Refined_From,텅스텐,중국,Material,Country,"원자재 수급(채굴, 제련)",텅스텐 Refined_From 중국,,confirmed,
R01519,E0236,E0245,Refined_From,텅스텐,베트남,Material,Country,"원자재 수급(채굴, 제련)",텅스텐 Refined_From 베트남,,confirmed,
R01520,E0237,E0241,Mined_From,탄탈럼,콩고민주공화국,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Mined_From 콩고민주공화국,,confirmed,
R01521,E0237,E0246,Mined_From,탄탈럼,르완다,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Mined_From 르완다,,confirmed,
R01522,E0237,E0247,Mined_From,탄탈럼,나이지리아,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Mined_From 나이지리아,,confirmed,
R01523,E0237,E0141,Refined_From,탄탈럼,중국,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Refined_From 중국,,confirmed,
R01524,E0237,E0142,Refined_From,탄탈럼,독일,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Refined_From 독일,,confirmed,
R01525,E0237,E0248,Refined_From,탄탈럼,미국,Material,Country,"원자재 수급(채굴, 제련)",탄탈럼 Refined_From 미국,,confirmed,
R01526,E0305,E0141,Mined_From,주석,중국,Material,Country,"원자재 수급(채굴, 제련)",주석 Mined_From 중국,,confirmed,
R01527,E0305,E0243,Mined_From,주석,인도네시아,Material,Country,"원자재 수급(채굴, 제련)",주석 Mined_From 인도네시아,,confirmed,
